,Class Index,Description
608,6,What does an average daycare provider get paid in New England ?
609,4,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
610,4,Who played the Ringo Kid in the 1939 film Stagecoach ?
611,4,Who died 1 feet from where John F. Kennedy did ?
612,2,What is the `` coppertop '' battery ?
613,3,What sign is The Water Carrier the zodiacal symbol for ?
614,3,What animals do you find in the stock market ?
615,2,What is color ?
616,6,When is the site www.questions.com going to open ?
617,3,What did Shostakovich write for Rostropovich ?
618,4,What first name was Nipsy Russell given at birth ?
619,2,How can I get some free technical information on Electric Vehicle ?
620,4,Who is the youngest of the Beatles ?
621,2,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
622,2,What is a Jellicle Cat ?
623,5,Where can I find the best free evidence for debate about Russia ?
624,5,What is Bill Gates of Microsoft E-mail address ?
625,3,What is the second hardest substance ?
626,2,Why did several San Diego schools stop serving apples to students ?
627,5,What Russian city boasts the Hermitage Museum ?
628,6,When is Bastille Day ?
629,2,What makes a tornado turn ?
630,6,How many shots can a stock M16 hold ?
631,3,What two colors are you blind to if you suffer from protanopia ?
632,2,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
633,4,Who is Coronado ?
634,3,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?
635,2,What is artificial intelligence ?
636,3,What do flatfish eat ?
637,4,Who was the first Holy Roman Emperor ?
638,3,What can I use to remove the stubborn gummed labels from some diskettes ?
639,6,What day of the week sees the most fatal car accidents ?
640,2,"What is the origin of the word , magic ?"
641,3,What sport do you shag flies in ?
642,2,What is white chocolate ?
643,5,Where is Trinidad ?
644,4,Name the organization that is presided by a Security Council .
645,4,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
646,3,What kind of wine is Spumante ?
647,4,Who portrayed portly criminologist Carl Hyatt on Checkmate ?
648,3,How do you say I love you in Spanish ?
649,2,What does the name Gina mean ?
650,3,What is the most advanced handheld calculator in the world ?
651,6,How fast is light ?
652,3,What is the belt of low pressure around the equator called ?
653,2,What are shooting stars ?
654,4,Whom did the Chicago Bulls beat in the 1993 championship ?
655,6,When was the first American encyclopedia published ?
656,5,What 's the tallest building in New York City ?
657,2,How is Easter Sunday 's date determined ?
658,2,What is the Motto for the State of Maryland ?
659,4,Who is Desmond Tutu ?
660,5,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
661,3,Name a tiger that is extinct .
662,6,How many quarters equal a pound ?
663,3,What kind of books does Fodor 's publish ?
664,4,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
665,6,What chapter of the Bible has the most verses ?
666,4,Who is the worst US President ever ?
667,4,What Asian leader was known as The Little Brown Saint ?
668,1,What is the abbreviated expression for the National Bureau of Investigation ?
669,6,How fast does the fastest car go ?
670,5,What is the highest mountain in the world ?
671,5,What arch can you see from the Place de la Concorde ?
672,4,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?
673,6,How long should a person wash their hands before they are clean ?
674,5,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?
675,5,Which is the wealthiest country in the world ?
676,2,How can I find a phone number of someone if I only know their email address ?
677,2,How can you contact play producers and promoters on-line ?
678,4,Who is the monarch of the United Kingdom ?
679,3,What is a fear of passing high objects ?
680,2,What do players try to do when the music stops in a game of musical chairs ?
681,4,What are the top ten most common girl names in the US ?
682,2,Why is black the color of mourning in the West ?
683,3,What is the rarest coin ?
684,3,What Judith Rossner novel was made into a film starring Diane Keaton ?
685,5,Which country is Australia 's largest export market ?
686,5,Where is the Kentucky Horse Park located ?
687,3,What is a fear of parasites ?
688,3,In what Olympic Games did Nadia Comaneci become popular ?
689,4,Who does data collection in tourism ?
690,4,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
691,5,What is the leading pecan and peanut growing state ?
692,2,What does a nihilist believe in ?
693,2,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
694,3,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
695,4,Who were the four famous founders of United Artists ?
696,3,What 2 statues did France give to other countries ?
697,2,What are amphibians ?
698,6,How many sperm cells are in an average ejaculation ?
699,3,Name the disposable razor that `` costs about 19 cents . ''
700,6,How far do you have to run if you hit a home run ?
701,4,Who was the only U.S. President to wear a Nazi uniform ?
702,4,Woodrow Wilson served as president of what university ?
703,5,Where are the tropical rain forest distributions ?
704,4,What 's the nickname of oddsmaker Jimmy Snyder ?
705,3,What is the fear of being loved ?
706,6,What was the number of people that Randy Steven Craft was convicted of killing ?
707,4,What was Queen Victoria 's title regarding India ?
708,2,How is a hydrogen bomb different from a nuclear bomb ?
709,6,How far can a man travel in outer space ?
710,5,Where was Lincoln assassinated ?
711,3,What type of food makes you fat ?
712,3,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?
713,6,What was the U.S. highway death toll in 1969 ?
714,3,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?"
715,3,What are the shortest and the longest songs ever produced ?
716,3,What letter is to the right of K on a typewriter keyboard ?
717,2,"What is the origin and the meaning of the name , `` Hajo ? ''"
718,3,What is the plural of gulf ?
719,4,Whose autobiography is titled Yes I Can ?
720,6,What year did the United States pass the Copyright law ?
721,6,What percentage of Americans own their homes ?
722,6,What 's the first day of the week ?
723,5,What city was President William McKinley shot in ?
724,5,What city has the world 's longest subway system ?
725,4,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
726,2,What is Bombay duck ?
727,6,How many degrees cooler is the inside of a cucumber than the air outside ?
728,4,What double talking `` professor '' holds a doctorate in Nothing ?
729,5,What are the five most expensive cities in the world ?
730,4,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?
731,6,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?
732,2,What is a virtual IP address ?
733,4,What was the name of the cook on Rawhide ?
734,5,What county is Chicago in ?
735,6,What is the wingspan of a condor ?
736,2,What facial feature typically contains about 55 hairs ?
737,4,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
738,2,How can I transport files from one computer to another ?
739,3,What 's the literary term for a play on words ?
740,3,What color were their horses ?
741,6,What does an average daycare provider get paid in New England ?
742,4,What author landed a 468-pound marlin without harness in the early 193 's ?
743,6,How many Americans fought for the British in the American Revolution ?
744,3,What kind of education do I need to become a flight attendant ?
745,3,What are the two languages of Malta ?
746,6,How many oceans are there and name them ?
747,2,What happened during the Blackhawk Indian war of 1832 ?
748,6,How many pairs of legs does a lobster have ?
749,2,What does the Latin ante mortem mean ?
750,2,What does the name Shawn mean ?
751,5,Where is the Danube ?
752,4,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
753,3,What do you call a group of geese ?
754,4,"Who delivered his last newscast on March 6 , 1981 ?"
755,6,"How many times has `` Louie , Louie '' been recorded ?"
756,2,How is Answers.com different from KnowPost.com ?
757,5,What is the longest place name in the U.S. ?
758,6,What percent liked Thatcher after she had been in power for a decade ?
759,5,"Where does Buzz Aldrin want to build a permanent , manned space station ?"
760,3,What was Mel Gibson 's first movie ?
761,2,Why was the L.A. office of Shea and Gould closed ?
762,2,How do I start a bank ?
763,2,How do Ouija Boards work ?
764,3,What horse did Zorro ride ?
765,2,How do you get a broken cork out of a bottle ?
766,5,Where can I find correct tabs for Third Eye Blind songs ?
767,2,How do you determine heating requirements for your home ?
768,4,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?
769,3,"Which hair care product told us `` hate that gray , wash it away '' ?"
770,2,Why did the chicken cross the road ?
771,4,What was Michelangelo 's last name ?
772,4,Who is Barbara Jordan ?
773,4,Who was the Democratic nominee in the American presidential election ?
774,3,What was Connecticut 's first constitution called ?
775,3,What historical event happened in Dogtown in 1899 ?
776,2,What is being done about the millennium bug ?
777,2,What was the claim to fame of King Camp Gillette ?
778,3,What is the most common kind of skin cancer in the U.S. ?
779,2,What is Olestra ?
780,5,What Asian country has a bill of rights for cows ?
781,6,How many fingers are used to draw a bow ?
782,3,What are two plants that clothes are made from ?
783,6,When was Hurricane Hugo ?
784,3,What is the most heavily caffeinated soft drink ?
785,4,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?
786,6,What was the price of Varian Associates ' vacuum products division ?
787,6,When was `` the Great Depression '' ?
788,3,What language is mostly spoken in Brazil ?
789,4,What college produced the most winning Super Bowl quarterbacks ?
790,2,How do you solve `` Rubik 's Cube '' ?
791,2,What is prepared mustard ?
792,4,What classical Spanish writer warned : `` All that glitters is not gold '' ?
793,2,What does `` antidisestablishmentarianism '' mean ?
794,4,What actor married John F. Kennedy 's sister ?
795,3,What does a topophobic actor suffer from ?
796,4,Who fired Maria Ybarra from her position in San Diego council ?
